Printer_Name,Consumable_Sku
HP LaserJet Ultra MFP M230 sdn,CPT/CAN051DR
HP LaserJet Pro M118dw,"CPT/CAN051DR,CPT/CF294A,CPT/CF294X"
HP LaserJet Pro MFP M148dw,"CPT/CAN051DR,CPT/CF294A,CPT/CF294X"
HP LaserJet Pro MFP M148fdw,"CPT/CAN051DR,CPT/CF294A,CPT/CF294X"
Dell 2335dn,CPT/330-2209
Dell B2360d,"CPT/331-9803,CPT/331-9806"
Dell B2360dn,"CPT/331-9803,CPT/331-9806"
Dell B3460dn,"CPT/331-9803,CPT/331-9806,CPT/3460X-C"
Dell S2810dn,CPT/593-BBMF
Dell H815dw,CPT/593-BBMF
Dell S2815dn,CPT/593-BBMF
Dell 3330dn,"CPT/330-5209,CPT/330-2663"
Dell B5460dn,"CPT/331-9797,CPT/331-9756,CPT/332-0131"
Dell B5465dnf,"CPT/331-9797,CPT/331-9756"
Dell S5830dn,CPT/593-BBYS
Dell 5330dn,CPT/330-2045
Dell E525dw,"CPT/593-BBJX,CPT/593-BBJU,CPT/593-BBJW,CPT/593-BBJV"
Dell E525w,"CPT/593-BBJX,CPT/593-BBJU,CPT/593-BBJW,CPT/593-BBJV"
Dell H625cdw,"CPT/593-BBOX,CPT/593-BBOZ,CPT/593-BBOY,CPT/593-BBOW"
Dell H825cdw,"CPT/593-BBOX,CPT/593-BBOZ,CPT/593-BBOY,CPT/593-BBOW"
Dell S2825cdn,"CPT/593-BBOX,CPT/593-BBOZ,CPT/593-BBOY,CPT/593-BBOW"
Dell 1250c,"CPT/331-0777,CPT/331-0779,CPT/331-0778,CPT/331-0780"
Dell 1350cnw,"CPT/331-0777,CPT/331-0779,CPT/331-0778,CPT/331-0780"
Dell 1355cn,"CPT/331-0777,CPT/331-0779,CPT/331-0778,CPT/331-0780"
Dell 1355w,"CPT/331-0777,CPT/331-0779,CPT/331-0778,CPT/331-0780"
Dell C1760nw,"CPT/331-0777,CPT/331-0779,CPT/331-0778,CPT/331-0780"
Dell C1765nf,"CPT/331-0777,CPT/331-0779,CPT/331-0778,CPT/331-0780"
Dell C1765nfw,"CPT/331-0777,CPT/331-0779,CPT/331-0778,CPT/331-0780"
Dell 1320c,"CPT/310-9058,CPT/310-9060,CPT/310-9062,CPT/310-9064"
Dell 1320cn,"CPT/310-9058,CPT/310-9060,CPT/310-9062,CPT/310-9064"
Dell C1660w,"CPT/332-0402,CPT/332-0400,CPT/332-0401,CPT/332-0399"
Dell 2150cn,"CPT/331-0719,CPT/331-0716,CPT/331-0718,CPT/331-0717"
Dell 2150cdn,"CPT/331-0719,CPT/331-0716,CPT/331-0718,CPT/331-0717"
Dell 2155cn,"CPT/331-0719,CPT/331-0716,CPT/331-0718,CPT/331-0717"
Dell 2155cdn,"CPT/331-0719,CPT/331-0716,CPT/331-0718,CPT/331-0717"
Dell C2660dn,"CPT/593-BBBR,CPT/593-BBBS,CPT/593-BBBU,CPT/593-BBBT"
Dell C2665dnf,"CPT/593-BBBR,CPT/593-BBBS,CPT/593-BBBU,CPT/593-BBBT"
Dell 3110cn,"CPT/310-8094,CPT/310-8098,CPT/310-8096,CPT/310-8092"
Dell Colour Laser 3110cn,"CPT/310-8094,CPT/310-8098,CPT/310-8096,CPT/310-8092"
Dell 3115cn,"CPT/310-8094,CPT/310-8098,CPT/310-8096,CPT/310-8092"
Dell C3760n,"CPT/331-8429,CPT/331-8432,CPT/331-8430,CPT/331-8431"
Dell C3760dn,"CPT/331-8429,CPT/331-8432,CPT/331-8430,CPT/331-8431"
Dell C3760dnf,"CPT/331-8429,CPT/331-8432,CPT/331-8430,CPT/331-8431"
Dell C3765dnf,"CPT/331-8429,CPT/331-8432,CPT/331-8430,CPT/331-8431"
HP LaserJet 2300,"CPT/Q2610AMICR,CPT/Q2610A"
HP LaserJet 2300 L,"CPT/Q2610AMICR,CPT/Q2610A"
HP LaserJet 2300 d,"CPT/Q2610AMICR,CPT/Q2610A"
HP LaserJet 2300 n,"CPT/Q2610AMICR,CPT/Q2610A"
HP LaserJet 2300 dn,"CPT/Q2610AMICR,CPT/Q2610A"
HP LaserJet 2300 dtn,"CPT/Q2610AMICR,CPT/Q2610A"
HP LaserJet 2420,"CPT/Q6511AMICR,CPT/Q6511X,CPT/Q6511A"
HP LaserJet 2420 d,"CPT/Q6511AMICR,CPT/Q6511X,CPT/Q6511A"
HP LaserJet 2420 dn,"CPT/Q6511AMICR,CPT/Q6511X,CPT/Q6511A"
HP LaserJet 2420 n,"CPT/Q6511AMICR,CPT/Q6511X,CPT/Q6511A"
HP LaserJet 2430 dtn,"CPT/Q6511AMICR,CPT/Q6511X,CPT/Q6511A"
HP LaserJet 2430 tn,"CPT/Q6511AMICR,CPT/Q6511X,CPT/Q6511A"
HP LaserJet 2400 Series,"CPT/Q6511AMICR,CPT/Q6511X,CPT/Q6511A"
HP LaserJet 2430 n,"CPT/Q6511AMICR,CPT/Q6511X,CPT/Q6511A"
HP LaserJet 2410,"CPT/Q6511AMICR,CPT/Q6511X,CPT/Q6511A"
HP LaserJet 2430,"CPT/Q6511AMICR,CPT/Q6511X,CPT/Q6511A"
HP LaserJet 1010,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 1012,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 1015,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 3015,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 3020,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 3030,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 1020,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 1022,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 1022 n,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 1022 nw,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 3050,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 3052,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 3055,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 1018,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP M1005 mfp,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet M1319f MFP,"CPT/Q2612AJ,CPT/Q2612X,CPT/Q2612AMICR"
HP LaserJet 1300,"CPT/Q2613X,CPT/Q2613XMICR"
HP LaserJet 1300 n,"CPT/Q2613X,CPT/Q2613XMICR"
HP LaserJet 1300 t,"CPT/Q2613X,CPT/Q2613XMICR"
HP LaserJet 1300 xi,"CPT/Q2613X,CPT/Q2613XMICR"
HP LaserJet 1200,"CPT/C7115X,CPT/C7115XMICR"
HP LaserJet 1220,"CPT/C7115X,CPT/C7115XMICR"
HP LaserJet 1200 n,"CPT/C7115X,CPT/C7115XMICR"
HP LaserJet 1200 se,"CPT/C7115X,CPT/C7115XMICR"
HP LaserJet 1220 se,"CPT/C7115X,CPT/C7115XMICR"
HP LaserJet 3300 mfp ,"CPT/C7115X,CPT/C7115XMICR"
HP LaserJet 3320 mfp ,"CPT/C7115X,CPT/C7115XMICR"
HP LaserJet 3320 n mfp,"CPT/C7115X,CPT/C7115XMICR"
HP LaserJet 3330 mfp ,"CPT/C7115X,CPT/C7115XMICR"
HP LaserJet 3310,"CPT/C7115X,CPT/C7115XMICR"
HP LaserJet 3380,"CPT/C7115X,CPT/C7115XMICR"
HP LaserJet 3300,"CPT/C7115X,CPT/C7115XMICR"
HP LaserJet 4000,"CPT/C4127XMICR,CPT/C4127X"
HP LaserJet 4000 N,"CPT/C4127XMICR,CPT/C4127X"
HP LaserJet 4000 T,"CPT/C4127XMICR,CPT/C4127X"
HP LaserJet 4000 TN,"CPT/C4127XMICR,CPT/C4127X"
HP LaserJet 4000 se,"CPT/C4127XMICR,CPT/C4127X"
HP LaserJet 4050,"CPT/C4127XMICR,CPT/C4127X"
HP LaserJet 4050 N,"CPT/C4127XMICR,CPT/C4127X"
HP LaserJet 4050 se,"CPT/C4127XMICR,CPT/C4127X"
HP LaserJet 4050 T,"CPT/C4127XMICR,CPT/C4127X"
HP LaserJet 4050 TN,"CPT/C4127XMICR,CPT/C4127X"
HP LaserJet 4200 dtn,"CPT/Q1338AJ,CPT/Q1338AMICR,CPT/Q1338A"
HP LaserJet 4200 dtns,"CPT/Q1338AJ,CPT/Q1338AMICR,CPT/Q1338A"
HP LaserJet 4200 dtnsl,"CPT/Q1338AJ,CPT/Q1338AMICR,CPT/Q1338A"
HP LaserJet 4200 n,"CPT/Q1338AJ,CPT/Q1338AMICR,CPT/Q1338A"
HP LaserJet 4200 tn,"CPT/Q1338AJ,CPT/Q1338AMICR,CPT/Q1338A"
HP LaserJet 4200,"CPT/Q1338AJ,CPT/Q1338AMICR,CPT/Q1338A"
HP LaserJet 4250,"CPT/Q5942AJ,CPT/Q5942AMICR,CPT/Q5942XMICR,CPT/Q5942A,CPT/Q5942X"
HP LaserJet 4250 dtn,"CPT/Q5942AJ,CPT/Q5942AMICR,CPT/Q5942XMICR,CPT/Q5942A,CPT/Q5942X"
HP LaserJet 4250 Dtnsl,"CPT/Q5942AJ,CPT/Q5942AMICR,CPT/Q5942XMICR,CPT/Q5942A,CPT/Q5942X"
HP LaserJet 4250 n,"CPT/Q5942AJ,CPT/Q5942AMICR,CPT/Q5942XMICR,CPT/Q5942A,CPT/Q5942X"
HP LaserJet 4250N,"CPT/Q5942AJ,CPT/Q5942AMICR,CPT/Q5942XMICR,CPT/Q5942A,CPT/Q5942X"
HP LaserJet 4250 tn,"CPT/Q5942AJ,CPT/Q5942AMICR,CPT/Q5942XMICR,CPT/Q5942A,CPT/Q5942X"
HP LaserJet 4350 dtn,"CPT/Q5942AJ,CPT/Q5942AMICR,CPT/Q5942XMICR,CPT/Q5942A,CPT/Q5942X"
HP LaserJet 4350 Dtnsl,"CPT/Q5942AJ,CPT/Q5942AMICR,CPT/Q5942XMICR,CPT/Q5942A,CPT/Q5942X"
HP LaserJet 4350 n,"CPT/Q5942AJ,CPT/Q5942AMICR,CPT/Q5942XMICR,CPT/Q5942A,CPT/Q5942X"
HP LaserJet 4350 tn,"CPT/Q5942AJ,CPT/Q5942AMICR,CPT/Q5942XMICR,CPT/Q5942A,CPT/Q5942X"
HP LaserJet 4240 n,"CPT/Q5942AJ,CPT/Q5942AMICR,CPT/Q5942A"
HP LaserJet 4300 dtn,"CPT/Q1339AMICR,CPT/Q1339A"
HP LaserJet 4300 dtns,"CPT/Q1339AMICR,CPT/Q1339A"
HP LaserJet 4300 dtnsl,"CPT/Q1339AMICR,CPT/Q1339A"
HP LaserJet 4300 n,"CPT/Q1339AMICR,CPT/Q1339A"
HP LaserJet 4300 tn,"CPT/Q1339AMICR,CPT/Q1339A"
HP LaserJet 4300,"CPT/Q1339AMICR,CPT/Q1339A"
HP LaserJet 1320,"CPT/Q5949XJ,CPT/Q5949XMICR,CPT/Q5949A,CPT/Q5949AMICR,CPT/Q5949X"
HP LaserJet 1320 n,"CPT/Q5949XJ,CPT/Q5949XMICR,CPT/Q5949A,CPT/Q5949AMICR,CPT/Q5949X"
HP LaserJet 1320 nw,"CPT/Q5949XJ,CPT/Q5949XMICR,CPT/Q5949A,CPT/Q5949AMICR,CPT/Q5949X"
HP LaserJet 1320 tn,"CPT/Q5949XJ,CPT/Q5949XMICR,CPT/Q5949A,CPT/Q5949AMICR,CPT/Q5949X"
HP LaserJet 3392,"CPT/Q5949XJ,CPT/Q5949XMICR,CPT/Q5949A,CPT/Q5949AMICR,CPT/Q5949X"
HP LaserJet 3390,"CPT/Q5949XJ,CPT/Q5949XMICR,CPT/Q5949A,CPT/Q5949AMICR,CPT/Q5949X"
HP LaserJet 1320 t,"CPT/Q5949XJ,CPT/Q5949XMICR,CPT/Q5949A,CPT/Q5949AMICR,CPT/Q5949X"
HP LaserJet 1100,CPT/C4092A
HP LaserJet 1100 se,CPT/C4092A
HP LaserJet 1100 xi,CPT/C4092A
HP LaserJet 1100 A,CPT/C4092A
HP LaserJet 1100 A se,CPT/C4092A
HP LaserJet 1100 A xi,CPT/C4092A
HP LaserJet 3200,CPT/C4092A
HP LaserJet 3200 se,CPT/C4092A
HP LaserJet 3200  M,CPT/C4092A
HP LaserJet 2100,"CPT/C4096AMICR,CPT/C4096A"
HP LaserJet 2100 se,"CPT/C4096AMICR,CPT/C4096A"
HP LaserJet 2100 xi,"CPT/C4096AMICR,CPT/C4096A"
HP LaserJet 2100 M,"CPT/C4096AMICR,CPT/C4096A"
HP LaserJet 2100 TN,"CPT/C4096AMICR,CPT/C4096A"
HP LaserJet 2200 d,"CPT/C4096AMICR,CPT/C4096A"
HP LaserJet 2200 dt,"CPT/C4096AMICR,CPT/C4096A"
HP LaserJet 2200 dtn,"CPT/C4096AMICR,CPT/C4096A"
HP LaserJet 2200 dn,"CPT/C4096AMICR,CPT/C4096A"
HP LaserJet 2200 dse,"CPT/C4096AMICR,CPT/C4096A"
HP LaserJet 2200 Series,"CPT/C4096AMICR,CPT/C4096A"
HP C2001A LaserJet 4,CPT/92298AMICR
HP C2021A LaserJet 4 M,CPT/92298AMICR
HP C2037A LaserJet 4 Plus,CPT/92298AMICR
HP LaserJet 4,CPT/92298AMICR
HP LaserJet 4 Plus,CPT/92298AMICR
HP LaserJet 4M,CPT/92298AMICR
HP LaserJet 4M Plus,CPT/92298AMICR
HP LaserJet 5,CPT/92298AMICR
HP LaserJet 5M,CPT/92298AMICR
HP LaserJet 5N,CPT/92298AMICR
HP LaserJet 5Se,CPT/92298AMICR
HP LaserJet P1005,"CPT/CB435A,CPT/CB435AJ,CPT/CB435AMICR"
HP LaserJet P1006,"CPT/CB435A,CPT/CB435AJ,CPT/CB435AMICR"
HP LaserJet P1002,"CPT/CB435A,CPT/CB435AJ,CPT/CB435AMICR"
HP LaserJet P1003,"CPT/CB435A,CPT/CB435AJ,CPT/CB435AMICR"
HP LaserJet P1004,"CPT/CB435A,CPT/CB435AJ,CPT/CB435AMICR"
HP LaserJet P1009,"CPT/CB435A,CPT/CB435AJ,CPT/CB435AMICR"
HP LaserJet P1505,"CPT/CB436AMICR,CPT/CB436A,CPT/CB436AJ"
HP LaserJet P1505 n,"CPT/CB436AMICR,CPT/CB436A,CPT/CB436AJ"
HP LaserJet M1522n MFP,"CPT/CB436AMICR,CPT/CB436A,CPT/CB436AJ"
HP LaserJet M1522nf MFP,"CPT/CB436AMICR,CPT/CB436A,CPT/CB436AJ"
HP LaserJet M1522n,"CPT/CB436AMICR,CPT/CB436A,CPT/CB436AJ"
HP LaserJet M1522nf,"CPT/CB436AMICR,CPT/CB436A,CPT/CB436AJ"
HP LaserJet P4014,"CPT/CC364AMICR,CPT/CC364A"
HP LaserJet P4015,"CPT/CC364AMICR,CPT/CC364XMICR,CPT/CC364A,CPT/CC364X"
HP LaserJet P4515,"CPT/CC364AMICR,CPT/CC364XMICR,CPT/CC364A,CPT/CC364X"
HP LaserJet P4014 n,"CPT/CC364AMICR,CPT/CC364A"
HP LaserJet P4015 n,"CPT/CC364AMICR,CPT/CC364XMICR,CPT/CC364A,CPT/CC364X"
HP LaserJet P4015 tn,"CPT/CC364AMICR,CPT/CC364XMICR,CPT/CC364A,CPT/CC364X"
HP LaserJet P4015 x,"CPT/CC364AMICR,CPT/CC364XMICR,CPT/CC364A,CPT/CC364X"
HP LaserJet P4015x,"CPT/CC364AMICR,CPT/CC364XMICR,CPT/CC364A,CPT/CC364X"
HP LaserJet P4515 n,"CPT/CC364AMICR,CPT/CC364XMICR,CPT/CC364A,CPT/CC364X"
HP LaserJet P4515 tn,"CPT/CC364AMICR,CPT/CC364XMICR,CPT/CC364A,CPT/CC364X"
HP LaserJet P4515 x,"CPT/CC364AMICR,CPT/CC364XMICR,CPT/CC364A,CPT/CC364X"
HP LaserJet P4015 dn,"CPT/CC364AMICR,CPT/CC364XMICR,CPT/CC364A,CPT/CC364X"
HP LaserJet P4014 dn,"CPT/CC364AMICR,CPT/CC364A"
HP LaserJet P3016,"CPT/CE255A,CPT/CE255X,CPT/CE255XMICR,CPT/CE255AMICR"
HP LaserJet Enterprise P3010 Series,"CPT/CE255A,CPT/CE255X,CPT/CE255XMICR,CPT/CE255AMICR"
HP LaserJet Enterprise P3015,"CPT/CE255A,CPT/CE255X,CPT/CE255XMICR,CPT/CE255AMICR"
HP LaserJet Enterprise P3015d,"CPT/CE255A,CPT/CE255X,CPT/CE255XMICR,CPT/CE255AMICR"
HP LaserJet Enterprise P3015dn,"CPT/CE255A,CPT/CE255X,CPT/CE255XMICR,CPT/CE255AMICR"
HP LaserJet Enterprise P3015x,"CPT/CE255A,CPT/CE255X,CPT/CE255XMICR,CPT/CE255AMICR"
HP LaserJet Enterprise P3015n,"CPT/CE255A,CPT/CE255X,CPT/CE255XMICR,CPT/CE255AMICR"
HP LaserJet Enterprise 500 MFP M525dn,"CPT/CE255A,CPT/CE255X,CPT/CE255XMICR,CPT/CE255AMICR"
HP LaserJet Enterprise 500 MFP M525f,"CPT/CE255A,CPT/CE255X,CPT/CE255XMICR,CPT/CE255AMICR"
HP LaserJet Enterprise flow MFP M525c,"CPT/CE255A,CPT/CE255X,CPT/CE255XMICR,CPT/CE255AMICR"
HP LaserJet Pro MFP M521dn,"CPT/CE255A,CPT/CE255X,CPT/CE255XMICR,CPT/CE255AMICR"
HP LaserJet Pro MFP M521dw,"CPT/CE255A,CPT/CE255X,CPT/CE255XMICR,CPT/CE255AMICR"
Canon imageCLASS MF4570dn,"CPT/128,CPT/128J"
Canon imageCLASS MF4450,"CPT/128,CPT/128J"
Canon imageCLASS D550,"CPT/128,CPT/128J"
Canon imageCLASS MF4570dw,"CPT/128,CPT/128J"
Canon FAXPHONE L100,"CPT/128,CPT/128J"
Canon FAXPHONE L190,"CPT/128,CPT/128J"
Canon imageCLASS D530,"CPT/128,CPT/128J"
Canon imageCLASS MF4770n,"CPT/128,CPT/128J"
Canon imageCLASS MF4880dw,"CPT/128,CPT/128J"
Canon imageCLASS MF4890dw,"CPT/128,CPT/128J"
Canon imageCLASS D560,"CPT/128,CPT/128J"
HP LaserJet Enterprise M4555 MFP,"CPT/CE390AMICR,CPT/CE390AJ,CPT/CE390XMICR,CPT/CE390X,CPT/CE390A"
HP LaserJet Enterprise M4555 f MFP,"CPT/CE390AMICR,CPT/CE390AJ,CPT/CE390XMICR,CPT/CE390X,CPT/CE390A"
HP LaserJet Enterprise M4555 h MFP,"CPT/CE390AMICR,CPT/CE390AJ,CPT/CE390XMICR,CPT/CE390X,CPT/CE390A"
HP LaserJet Enterprise M4555 fskm MFP,"CPT/CE390AMICR,CPT/CE390AJ,CPT/CE390XMICR,CPT/CE390X,CPT/CE390A"
HP LaserJet Enterprise 600 M601dn,"CPT/CE390AMICR,CPT/CE390AJ,CPT/CE390A"
HP LaserJet Enterprise 600 M602dn,"CPT/CE390AMICR,CPT/CE390AJ,CPT/CE390XMICR,CPT/CE390X,CPT/CE390A"
HP LaserJet Enterprise 600 M603n,"CPT/CE390AMICR,CPT/CE390AJ,CPT/CE390XMICR,CPT/CE390X,CPT/CE390A"
HP LaserJet Enterprise 600 M603xh,"CPT/CE390AMICR,CPT/CE390AJ,CPT/CE390XMICR,CPT/CE390X,CPT/CE390A"
HP LaserJet Enterprise 600 M602n,"CPT/CE390AMICR,CPT/CE390AJ,CPT/CE390XMICR,CPT/CE390X,CPT/CE390A"
HP LaserJet Enterprise 600 M602x,"CPT/CE390AMICR,CPT/CE390AJ,CPT/CE390XMICR,CPT/CE390X,CPT/CE390A"
HP LaserJet Enterprise 600 M603dn,"CPT/CE390AMICR,CPT/CE390AJ,CPT/CE390XMICR,CPT/CE390X,CPT/CE390A"
HP LaserJet Enterprise 600 M601n,"CPT/CE390AMICR,CPT/CE390AJ,CPT/CE390A"
Canon imageCLASS LBP-6000,"CPT/125,CPT/125J"
Canon imageCLASS MF3010,"CPT/125,CPT/125J"
Canon imageCLASS LBP-6030w,"CPT/125,CPT/125J"
Canon imageCLASS MF3010VP,"CPT/125,CPT/125J"
HP LaserJet Enterprise 700 M712dn,CPT/CF214X
HP LaserJet Enterprise 700 M712n,CPT/CF214X
HP LaserJet Enterprise 700 M712xh,CPT/CF214X
HP LaserJet Enterprise 700 MFP M725dn,CPT/CF214X
HP LaserJet Enterprise 700 MFP M725f,CPT/CF214X
HP LaserJet Enterprise 700 MFP M725z,CPT/CF214X
HP LaserJet Enterprise 700 MFP M725z+,CPT/CF214X
HP LaserJet Managed MFP M725zm,CPT/CF214X
HP LaserJet Managed MFP M725dnm,CPT/CF214X
HP LaserJet Pro MFP M130fn,"CPT/CF217AJ,CPT/CF219A,CPT/CF217A"
HP LaserJet Pro MFP M130fw,"CPT/CF217AJ,CPT/CF219A,CPT/CF217A"
HP LaserJet MFP M130fw,"CPT/CF217AJ,CPT/CF219A,CPT/CF217A"
HP LaserJet Pro M102w,"CPT/CF217AJ,CPT/CF219A,CPT/CF217A"
HP LaserJet Pro MFP M130nw,"CPT/CF217AJ,CPT/CF219A,CPT/CF217A"
HP LaserJet Pro M102a,"CPT/CF217AJ,CPT/CF219A,CPT/CF217A"
HP LaserJet Pro MFP M130a,"CPT/CF217AJ,CPT/CF219A,CPT/CF217A"
HP LaserJet Pro MFP M426fdn,"CPT/CF226XMICR,CPT/CF226XJ,CPT/CF226A,CPT/CF226X,CPT/CF226AMICR"
HP LaserJet Pro MFP M426fdw,"CPT/CF226XMICR,CPT/CF226XJ,CPT/CF226A,CPT/CF226X,CPT/CF226AMICR"
HP LaserJet Pro M402n,"CPT/CF226XMICR,CPT/CF226XJ,CPT/CF226A,CPT/CF226X,CPT/CF226AMICR"
HP LaserJet M402n,"CPT/CF226XMICR,CPT/CF226XJ,CPT/CF226A,CPT/CF226X,CPT/CF226AMICR"
HP LaserJet Pro M402dn,"CPT/CF226XMICR,CPT/CF226XJ,CPT/CF226A,CPT/CF226X,CPT/CF226AMICR"
HP LaserJet Pro M402dw,"CPT/CF226XMICR,CPT/CF226XJ,CPT/CF226A,CPT/CF226X,CPT/CF226AMICR"
HP LaserJet Pro MFP M426dw,"CPT/CF226XMICR,CPT/CF226XJ,CPT/CF226A,CPT/CF226X,CPT/CF226AMICR"
HP LaserJet Pro M402d,"CPT/CF226XMICR,CPT/CF226XJ,CPT/CF226A,CPT/CF226X,CPT/CF226AMICR"
HP LaserJet Pro MFP M426dn,"CPT/CF226XMICR,CPT/CF226XJ,CPT/CF226A,CPT/CF226X,CPT/CF226AMICR"
HP LaserJet Pro M402dne,"CPT/CF226XMICR,CPT/CF226XJ,CPT/CF226A,CPT/CF226X,CPT/CF226AMICR"
Canon imageCLASS MF5850dn,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS MF5880dn,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS LBP-6300dn,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS LBP-6650dn,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS MF5950dw,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS MF5960dn,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS LBP-6670dn,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS MF6160dw,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS MF6180dw,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS LBP-251dw,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS MF416dw,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS MF414dw,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS MF419dw,"CPT/CE119MICR,CPT/119X"
Canon imageCLASS LBP-253dw,"CPT/CE119MICR,CPT/119X"
HP LaserJet Enterprise flow MFP M631dn,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise flow MFP M632z,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise MFP M631dn,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise MFP M631z,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise MFP M632fht,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise MFP M632h,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise M608dn,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise M608n,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise M608x,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise M609x,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise M609dn,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise Flow MFP M633z,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise MFP M633fh,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise Flow MFP M631h,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Enterprise M609dh,"CPT/CF237Y,CPT/CF237AMICR,CPT/CF237A,CPT/CF237X"
HP LaserJet Pro M15w,"CPT/CF248A,CPT/CF248AJ"
HP LaserJet M15w,"CPT/CF248A,CPT/CF248AJ"
HP LaserJet Pro MFP M28w,"CPT/CF248A,CPT/CF248AJ"
HP LaserJet Pro MFP M29w,"CPT/CF248A,CPT/CF248AJ"
HP LaserJet Pro M404n,"CPT/CF258A-R,CPT/CF258AMICR,CPT/CF258X-R,CPT/CF258A,CPT/CF258X,CPT/CF258XMICR"
HP LaserJet Pro M404dn,"CPT/CF258A-R,CPT/CF258AMICR,CPT/CF258X-R,CPT/CF258A,CPT/CF258X,CPT/CF258XMICR"
HP LaserJet Pro M404dw,"CPT/CF258A-R,CPT/CF258AMICR,CPT/CF258X-R,CPT/CF258A,CPT/CF258X,CPT/CF258XMICR"
HP LaserJet Pro MFP M428dw,"CPT/CF258A-R,CPT/CF258AMICR,CPT/CF258X-R,CPT/CF258A,CPT/CF258X,CPT/CF258XMICR"
HP LaserJet Pro MFP M428fdn,"CPT/CF258A-R,CPT/CF258AMICR,CPT/CF258X-R,CPT/CF258A,CPT/CF258X,CPT/CF258XMICR"
HP LaserJet Pro MFP M428fdw,"CPT/CF258A-R,CPT/CF258AMICR,CPT/CF258X-R,CPT/CF258A,CPT/CF258X,CPT/CF258XMICR"
HP LaserJet Enterprise M406dn,"CPT/CF258A-R,CPT/CF258AMICR,CPT/CF258X-R,CPT/CF258A,CPT/CF258X,CPT/CF258XMICR"
HP LaserJet Enterprise M430f,"CPT/CF258A-R,CPT/CF258AMICR,CPT/CF258X-R,CPT/CF258A,CPT/CF258X,CPT/CF258XMICR"
HP LaserJet Enterprise MFP M430f,"CPT/CF258A-R,CPT/CF258AMICR,CPT/CF258X-R,CPT/CF258A,CPT/CF258X,CPT/CF258XMICR"
HP LaserJet Pro M12w,"CPT/CF279AJ,CPT/CF279A"
HP LaserJet Pro M12a,"CPT/CF279AJ,CPT/CF279A"
