Printer_Name,Consumable_Sku
HP LaserJet Pro MFP M26nw,"CPT/CF279AJ,CPT/CF279A"
HP LaserJet Pro MFP M26a,"CPT/CF279AJ,CPT/CF279A"
HP LaserJet Pro 400 M401a,"CPT/CF280AMICR,CPT/CF280XMICR,CPT/CF280XJ,CPT/CF280X,CPT/CF280A"
HP LaserJet Pro 400 M401d,"CPT/CF280AMICR,CPT/CF280XMICR,CPT/CF280XJ,CPT/CF280X,CPT/CF280A"
HP LaserJet Pro 400 M401dn,"CPT/CF280AMICR,CPT/CF280XMICR,CPT/CF280XJ,CPT/CF280X,CPT/CF280A"
HP LaserJet Pro 400 M401dw,"CPT/CF280AMICR,CPT/CF280XMICR,CPT/CF280XJ,CPT/CF280X,CPT/CF280A"
HP LaserJet Pro 400 MFP M425dn,"CPT/CF280AMICR,CPT/CF280XMICR,CPT/CF280XJ,CPT/CF280X,CPT/CF280A"
HP LaserJet Pro 400 MFP M425dw,"CPT/CF280AMICR,CPT/CF280XMICR,CPT/CF280XJ,CPT/CF280X,CPT/CF280A"
HP LaserJet Pro 400 M401n,"CPT/CF280AMICR,CPT/CF280XMICR,CPT/CF280XJ,CPT/CF280X,CPT/CF280A"
HP LaserJet 400 M401n,"CPT/CF280AMICR,CPT/CF280XMICR,CPT/CF280XJ,CPT/CF280X,CPT/CF280A"
HP LaserJet Pro 400 M401dne,"CPT/CF280AMICR,CPT/CF280XMICR,CPT/CF280XJ,CPT/CF280X,CPT/CF280A"
HP LaserJet 400 M401dne,"CPT/CF280AMICR,CPT/CF280XMICR,CPT/CF280XJ,CPT/CF280X,CPT/CF280A"
HP LaserJet Pro MFP M625dw,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Enterprise MFP M630f,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Enterprise MFP M630h,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Managed MFP M630hm,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Enterprise flow MFP M630z,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Enterprise MFP M630dn,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Enterprise M604n,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281A"
HP LaserJet Enterprise M604dn,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281A"
HP LaserJet Enterprise M605n,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Enterprise M605dn,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Enterprise M605x,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Enterprise M606dn,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Enterprise M606x,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Enterprise M605dh,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Managed M605xm,"CPT/CF281AJ,CPT/CF281AMICR,CPT/CF281XMICR,CPT/CF281X,CPT/CF281A"
HP LaserJet Pro MFP M125,"CPT/CF283AMICR,CPT/CF283A"
HP LaserJet Pro MFP M127fn,"CPT/CF283AMICR,CPT/CF283A"
HP LaserJet Pro MFP M127fw,"CPT/CF283AMICR,CPT/CF283A"
HP LaserJet Pro MFP M125nw,"CPT/CF283AMICR,CPT/CF283A"
HP LaserJet Pro MFP M201dw,"CPT/CF283AMICR,CPT/CF283X,CPT/CF283A"
HP LaserJet Pro MFP M225dw,"CPT/CF283AMICR,CPT/CF283X,CPT/CF283A"
HP LaserJet Pro MFP M225dn,"CPT/CF283AMICR,CPT/CF283X,CPT/CF283A"
HP LaserJet Pro MFP M125a,"CPT/CF283AMICR,CPT/CF283A"
HP LaserJet Pro MFP M201n,"CPT/CF283AMICR,CPT/CF283X,CPT/CF283A"
HP LaserJet Pro MFP M127fs,"CPT/CF283AMICR,CPT/CF283A"
HP LaserJet Enterprise M506n,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet M506,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Enterprise M506dn,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Enterprise M506x,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Enterprise MFP M527dn,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Enterprise MFP M527f,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Enterprise flow MFP M527z,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Enterprise flow MFP M527c,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Pro M501n,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Pro M501dn,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Enterprise flow MFP M527cm,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Managed M506dnm,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Managed MFP M527dnm,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Managed Flow MFP M527cm,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet Managed M506xm,"CPT/CF287AMICR,CPT/CF287XMICR,CPT/CF287A,CPT/CF287X"
HP LaserJet P2035,"CPT/CE505AMICR,CPT/CE505AJ,CPT/CE505A"
HP LaserJet P2055,"CPT/CE505AMICR,CPT/CE505XJ,CPT/CE505AJ,CPT/CE505XMICR,CPT/CE505A"
HP LaserJet P2035 n,"CPT/CE505AMICR,CPT/CE505AJ,CPT/CE505A"
HP LaserJet P2055 d,"CPT/CE505AMICR,CPT/CE505XJ,CPT/CE505AJ,CPT/CE505XMICR,CPT/CE505A"
HP LaserJet P2055 dn,"CPT/CE505AMICR,CPT/CE505XJ,CPT/CE505AJ,CPT/CE505XMICR,CPT/CE505A"
HP LaserJet P2055dn,"CPT/CE505AMICR,CPT/CE505XJ,CPT/CE505AJ,CPT/CE505XMICR,CPT/CE505A"
HP LaserJet P2055 x,"CPT/CE505AMICR,CPT/CE505XJ,CPT/CE505AJ,CPT/CE505XMICR,CPT/CE505A"
HP LaserJet P2055x,"CPT/CE505AMICR,CPT/CE505XJ,CPT/CE505AJ,CPT/CE505XMICR,CPT/CE505A"
HP LaserJet P2050 Series,"CPT/CE505AMICR,CPT/CE505XJ,CPT/CE505AJ,CPT/CE505XMICR,CPT/CE505A"
HP LaserJet Enterprise M507n,"CPT/CF289Y,CPT/CF289A,CPT/CF289X"
HP LaserJet Enterprise M507dn,"CPT/CF289Y,CPT/CF289A,CPT/CF289X"
HP LaserJet Enterprise M507dng,"CPT/CF289Y,CPT/CF289A,CPT/CF289X"
HP LaserJet Enterprise M507x,"CPT/CF289Y,CPT/CF289A,CPT/CF289X"
HP LaserJet Enterprise MFP M528dn,"CPT/CF289Y,CPT/CF289A,CPT/CF289X"
HP LaserJet Enterprise MFP M528f,"CPT/CF289Y,CPT/CF289A,CPT/CF289X"
HP LaserJet Enterprise Flow MFP M528c,"CPT/CF289Y,CPT/CF289A,CPT/CF289X"
HP LaserJet Enterprise Flow MFP M528z,"CPT/CF289Y,CPT/CF289A,CPT/CF289X"
HP LaserJet Enterprise flow M830 z,"CPT/CF325XMICR,CPT/CF325X"
HP LaserJet Enterprise M806x+,"CPT/CF325XMICR,CPT/CF325X"
HP LaserJet Enterprise M806dn,"CPT/CF325XMICR,CPT/CF325X"
HP LaserJet Enterprise M830z,"CPT/CF325XMICR,CPT/CF325X"
HP LaserJet Enterprise flow M830 z NFC,"CPT/CF325XMICR,CPT/CF325X"
HP LaserJet Managed flow MFP M830zm,"CPT/CF325XMICR,CPT/CF325X"
HP LaserJet 5200 Series,CPT/Q7516A
HP LaserJet 5200 dtn,CPT/Q7516A
HP LaserJet 5200 tn,CPT/Q7516A
HP LaserJet 5200 LE,CPT/Q7516A
HP LaserJet 5200 n,CPT/Q7516A
HP LaserJet 5200,CPT/Q7516A
HP LaserJet P3005,"CPT/Q7551AMICR,CPT/Q7551XMICR,CPT/Q7551A,CPT/Q7551X"
HP LaserJet M3035 mfp,"CPT/Q7551AMICR,CPT/Q7551XMICR,CPT/Q7551A,CPT/Q7551X"
HP LaserJet M3027 mfp,"CPT/Q7551AMICR,CPT/Q7551XMICR,CPT/Q7551A,CPT/Q7551X"
HP LaserJet M3027x MFP,"CPT/Q7551AMICR,CPT/Q7551XMICR,CPT/Q7551A,CPT/Q7551X"
HP LaserJet M3035xs MFP,"CPT/Q7551AMICR,CPT/Q7551XMICR,CPT/Q7551A,CPT/Q7551X"
HP LaserJet P3005 d,"CPT/Q7551AMICR,CPT/Q7551XMICR,CPT/Q7551A,CPT/Q7551X"
HP LaserJet P3005 dn,"CPT/Q7551AMICR,CPT/Q7551XMICR,CPT/Q7551A,CPT/Q7551X"
HP LaserJet P3005 n,"CPT/Q7551AMICR,CPT/Q7551XMICR,CPT/Q7551A,CPT/Q7551X"
HP LaserJet P3005 x,"CPT/Q7551AMICR,CPT/Q7551XMICR,CPT/Q7551A,CPT/Q7551X"
HP LaserJet P2015,"CPT/Q7553A,CPT/Q7553X,CPT/Q7553XMICR"
HP LaserJet P2015 d,"CPT/Q7553A,CPT/Q7553X,CPT/Q7553XMICR"
HP LaserJet P2015 dn,"CPT/Q7553A,CPT/Q7553X,CPT/Q7553XMICR"
HP LaserJet P2015 x,"CPT/Q7553A,CPT/Q7553X,CPT/Q7553XMICR"
HP LaserJet P2014,"CPT/Q7553A,CPT/Q7553X,CPT/Q7553XMICR"
HP LaserJet P2010 Series,"CPT/Q7553A,CPT/Q7553X,CPT/Q7553XMICR"
HP LaserJet M2727nf MFP,"CPT/Q7553A,CPT/Q7553X,CPT/Q7553XMICR"
HP LaserJet P2015 n,"CPT/Q7553A,CPT/Q7553X,CPT/Q7553XMICR"
HP LaserJet M2727nfs MFP,"CPT/Q7553A,CPT/Q7553X,CPT/Q7553XMICR"
HP Laser MFP 137fnw,"CPT/W1105A,CPT/W1105AJ"
HP Laser MFP 135a,"CPT/W1105A,CPT/W1105AJ"
HP Laser 408dn,"CPT/W1330A,CPT/W1330X,CPT/W1332A"
HP Laser MFP 432fdn,"CPT/W1330A,CPT/W1330X,CPT/W1332A"
HP LaserJet MFP M234dwe,"CPT/W1340X,CPT/W1340A"
HP LaserJet MFP M234dw,"CPT/W1340X,CPT/W1340A"
HP LaserJet MFP M234sdwe,"CPT/W1340X,CPT/W1340A"
HP LaserJet MFP M234sdw,"CPT/W1340X,CPT/W1340A"
HP LaserJet M209dw,"CPT/W1340X,CPT/W1340A"
HP LaserJet M209dwe,"CPT/W1340X,CPT/W1340A"
HP LaserJet M209d,"CPT/W1340X,CPT/W1340A"
HP LaserJet M207dw,"CPT/W1340X,CPT/W1340A"
HP LaserJet MFP M235dwe,"CPT/W1340X,CPT/W1340A"
HP LaserJet MFP M235sdw,"CPT/W1340X,CPT/W1340A"
HP Color Laser MFP M179 fnw,"CPT/W2060A,CPT/W2061A,CPT/W2062A,CPT/W2063A"
HP Color Laser MFP M178nw,"CPT/W2060A,CPT/W2061A,CPT/W2062A,CPT/W2063A"
HP Color LaserJet Pro M255dw,"CPT/W2110X,CPT/W2111X,CPT/W2112X,CPT/W2113X,CPT/W2111A,CPT/W2113A,CPT/W2110A,CPT/W2112A"
HP Color LaserJet M255dw,"CPT/W2110X,CPT/W2111X,CPT/W2112X,CPT/W2113X,CPT/W2111A,CPT/W2113A,CPT/W2110A,CPT/W2112A"
HP Color LaserJet Pro MFP M283fdw,"CPT/W2110X,CPT/W2111X,CPT/W2112X,CPT/W2113X,CPT/W2111A,CPT/W2113A,CPT/W2110A,CPT/W2112A"
HP Color LaserJet MFP M283fdw,"CPT/W2110X,CPT/W2111X,CPT/W2112X,CPT/W2113X,CPT/W2111A,CPT/W2113A,CPT/W2110A,CPT/W2112A"
HP LaserJet MFP M283fdw,"CPT/W2110X,CPT/W2111X,CPT/W2112X,CPT/W2113X,CPT/W2111A,CPT/W2113A,CPT/W2110A,CPT/W2112A"
HP Color LaserJet Pro MFP M283cdw,"CPT/W2110X,CPT/W2111X,CPT/W2112X,CPT/W2113X,CPT/W2111A,CPT/W2113A,CPT/W2110A,CPT/W2112A"
HP Color LaserJet Pro MFP M183fw,"CPT/W2310A,CPT/W2311A,CPT/W2312A,CPT/W2313A"
HP Color LaserJet Pro MFP M182 nw,"CPT/W2310A,CPT/W2311A,CPT/W2312A,CPT/W2313A"
Canon Color imageCLASS MF8280Cw,"CPT/CAN131BK,CPT/CAN131BKHY,CPT/CAN131C,CPT/CAN131Y,CPT/CAN131M"
Canon Color imageCLASS LBP-7110cw,"CPT/CAN131BK,CPT/CAN131BKHY,CPT/CAN131C,CPT/CAN131Y,CPT/CAN131M"
Canon imageCLASS MF628cw,"CPT/CAN131BK,CPT/CAN131BKHY,CPT/CAN131C,CPT/CAN131Y,CPT/CAN131M"
Canon imageCLASS MF624cw,"CPT/CAN131BK,CPT/CAN131BKHY,CPT/CAN131C,CPT/CAN131Y,CPT/CAN131M"
HP LaserJet Pro 200 Color M251nw,"CPT/CF210A,CPT/CF210X,CPT/CF211A,CPT/CF212A,CPT/CF213A"
HP LaserJet 200 color M251nw,"CPT/CF210A,CPT/CF210X,CPT/CF211A,CPT/CF212A,CPT/CF213A"
HP LaserJet Pro 200 Color MFP M276nw,"CPT/CF210A,CPT/CF210X,CPT/CF211A,CPT/CF212A,CPT/CF213A"
HP Color LaserJet CP3525 n,"CPT/CE250A,CPT/CE250X,CPT/CE251A,CPT/CE252A,CPT/CE253A"
HP Color LaserJet CM3530 MFP,"CPT/CE250A,CPT/CE250X,CPT/CE251A,CPT/CE252A,CPT/CE253A"
HP Color LaserJet CM3530 fs MFP,"CPT/CE250A,CPT/CE250X,CPT/CE251A,CPT/CE252A,CPT/CE253A"
HP Color LaserJet CP3525 dn,"CPT/CE250A,CPT/CE250X,CPT/CE251A,CPT/CE252A,CPT/CE253A"
HP Color LaserJet CP3525 x,"CPT/CE250A,CPT/CE250X,CPT/CE251A,CPT/CE252A,CPT/CE253A"
HP Color LaserJet CP4520 Series,"CPT/CE260A,CPT/CE261A,CPT/CE262A,CPT/CE263A"
HP Color LaserJet CP4525 n,"CPT/CE260A,CPT/CE260X,CPT/CE261A,CPT/CE262A,CPT/CE263A"
HP Color LaserJet CP4525 dn,"CPT/CE260A,CPT/CE260X,CPT/CE261A,CPT/CE262A,CPT/CE263A"
HP Color LaserJet CP4525 xh,"CPT/CE260A,CPT/CE260X,CPT/CE261A,CPT/CE262A,CPT/CE263A"
HP Color LaserJet CP4025 n,"CPT/CE260A,CPT/CE261A,CPT/CE262A,CPT/CE263A"
HP Color LaserJet CP4025 dn,"CPT/CE260A,CPT/CE261A,CPT/CE262A,CPT/CE263A"
HP Color LaserJet CM4540,"CPT/CE260A,CPT/CF031A,CPT/CF032A,CPT/CF033A"
HP Color LaserJet CM4540 f,"CPT/CE260A,CPT/CF031A,CPT/CF032A,CPT/CF033A"
HP Color LaserJet CM4540 fskm,"CPT/CE260A,CPT/CF031A,CPT/CF032A,CPT/CF033A"
HP LaserJet Pro CP1025NW,"CPT/CE311A,CPT/CE312A,CPT/CE313A,CPT/CE310A"
HP LaserJet Pro 100 Color MFP M175nw,"CPT/CE311A,CPT/CE312A,CPT/CE313A,CPT/CE310A"
HP LaserJet Pro 100 Color MFP M175a,"CPT/CE311A,CPT/CE312A,CPT/CE313A,CPT/CE310A"
HP TopShot LaserJet Pro M275nw,"CPT/CE311A,CPT/CE312A,CPT/CE313A,CPT/CE310A"
HP LaserJet Pro CP1025,"CPT/CE311A,CPT/CE312A,CPT/CE313A,CPT/CE310A"
HP LaserJet Enterprise 700 Color MFP M775dn,"CPT/CE340A,CPT/CE342A,CPT/CE343A,CPT/CE341A"
HP LaserJet Enterprise 700 Color MFP M775f,"CPT/CE340A,CPT/CE342A,CPT/CE343A,CPT/CE341A"
HP LaserJet Enterprise 700 Color MFP M775z,"CPT/CE340A,CPT/CE342A,CPT/CE343A,CPT/CE341A"
HP LaserJet Enterprise 700 Color MFP M775z plus,"CPT/CE340A,CPT/CE342A,CPT/CE343A,CPT/CE341A"
HP LaserJet Enterprise 700 Color MFP M775zm,"CPT/CE340A,CPT/CE342A,CPT/CE343A,CPT/CE341A"
HP LaserJet Managed MFP M775fm,"CPT/CE340A,CPT/CE342A,CPT/CE343A,CPT/CE341A"
HP LaserJet Enterprise 500 Color M551n,"CPT/CE401A,CPT/CE402A,CPT/CE403A,CPT/CE400X,CPT/CE400A"
HP LaserJet Enterprise 500 Color M551dn,"CPT/CE401A,CPT/CE402A,CPT/CE403A,CPT/CE400X,CPT/CE400A"
HP LaserJet Enterprise 500 Color M551xh,"CPT/CE401A,CPT/CE402A,CPT/CE403A,CPT/CE400X,CPT/CE400A"
HP LaserJet Enterprise 500 Color MFP M575dn,"CPT/CE401A,CPT/CE402A,CPT/CE403A,CPT/CE400X,CPT/CE400A"
HP LaserJet Enterprise 500 Color MFP M575f,"CPT/CE401A,CPT/CE402A,CPT/CE403A,CPT/CE400X,CPT/CE400A"
HP LaserJet Enterprise Color flow MFP M575c,"CPT/CE401A,CPT/CE402A,CPT/CE403A,CPT/CE400X,CPT/CE400A"
HP LaserJet Pro 500 Color MFP M570dn,"CPT/CE401A,CPT/CE402A,CPT/CE403A,CPT/CE400X,CPT/CE400A"
HP LaserJet Pro 500 Color MFP M570dw,"CPT/CE401A,CPT/CE402A,CPT/CE403A,CPT/CE400X,CPT/CE400A"
HP LaserJet Pro 300 Color M351,"CPT/CE410A,CPT/CE410X,CPT/CE411A,CPT/CE412A,CPT/CE413A"
HP LaserJet Pro 300 Color MFP M375,"CPT/CE410A,CPT/CE410X,CPT/CE411A,CPT/CE412A,CPT/CE413A"
HP LaserJet Pro 400 Color M451,"CPT/CE410A,CPT/CE410X,CPT/CE411A,CPT/CE412A,CPT/CE413A"
HP LaserJet Pro 400 Color MFP M475,"CPT/CE410A,CPT/CE410X,CPT/CE411A,CPT/CE412A,CPT/CE413A"
HP LaserJet Pro 400 Color MFP M475dn,"CPT/CE410A,CPT/CE410X,CPT/CE411A,CPT/CE412A,CPT/CE413A"
HP LaserJet Pro 400 Color MFP M475dw,"CPT/CE410A,CPT/CE410X,CPT/CE411A,CPT/CE412A,CPT/CE413A"
HP LaserJet Pro 300 Color MFP M375nw,"CPT/CE410A,CPT/CE410X,CPT/CE411A,CPT/CE412A,CPT/CE413A"
HP LaserJet 300 colorMFP M375nw,"CPT/CE410A,CPT/CE410X,CPT/CE411A,CPT/CE412A,CPT/CE413A"
HP LaserJet Pro 400 Color M451nw,"CPT/CE410A,CPT/CE410X,CPT/CE411A,CPT/CE412A,CPT/CE413A"
HP LaserJet Pro 400 Color M451dn,"CPT/CE410A,CPT/CE410X,CPT/CE411A,CPT/CE412A,CPT/CE413A"
HP LaserJet 400 color M451dn,"CPT/CE410A,CPT/CE410X,CPT/CE411A,CPT/CE412A,CPT/CE413A"
HP LaserJet Pro 400 Color M451dw,"CPT/CE410A,CPT/CE410X,CPT/CE411A,CPT/CE412A,CPT/CE413A"
HP Color LaserJet Professional CP5225,"CPT/CE740A,CPT/CE741A,CPT/CE743A,CPT/CE742A"
HP Color LaserJet Professional CP5225n,"CPT/CE740A,CPT/CE741A,CPT/CE743A,CPT/CE742A"
HP Color LaserJet Professional CP5225dn,"CPT/CE740A,CPT/CE741A,CPT/CE743A,CPT/CE742A"
HP Color LaserJet Professional CP5200 Ser.,"CPT/CE740A,CPT/CE741A,CPT/CE743A,CPT/CE742A"
HP Color LaserJet Enterprise flow M880z+,"CPT/CF300A,CPT/CF301A,CPT/CF302A,CPT/CF303A"
HP Color LaserJet Enterprise flow M880z,"CPT/CF300A,CPT/CF301A,CPT/CF302A,CPT/CF303A"
HP Color LaserJet Enterprise flow M880z+ NFC,"CPT/CF300A,CPT/CF301A,CPT/CF302A,CPT/CF303A"
HP Color LaserJet Managed flow MFP M880zm,"CPT/CF300A,CPT/CF301A,CPT/CF302A,CPT/CF303A"
HP Color LaserJet Managed flow MFP M880zm+,"CPT/CF300A,CPT/CF301A,CPT/CF302A,CPT/CF303A"
HP LaserJet Enterprise 600 Color M651n,"CPT/CF320A,CPT/CF330X,CPT/CF331A,CPT/CF332A,CPT/CF333A"
HP LaserJet Pro 600 MFP M675,"CPT/CF320A,CPT/CF321A,CPT/CF322A,CPT/CF323A"
HP LaserJet Enterprise 600 MFP Color M680dn,"CPT/CF320A,CPT/CF321A,CPT/CF322A,CPT/CF323A"
HP LaserJet Enterprise 600 Color M651xh,"CPT/CF320A,CPT/CF330X,CPT/CF331A,CPT/CF332A,CPT/CF333A"
HP LaserJet Enterprise 600 Color M651dn,"CPT/CF320A,CPT/CF330X,CPT/CF331A,CPT/CF332A,CPT/CF333A"
HP LaserJet Enterprise 600 MFP Color M680f,"CPT/CF320A,CPT/CF321A,CPT/CF322A,CPT/CF323A"
HP LaserJet Enterprise 600 flow M680z,"CPT/CF320A,CPT/CF321A,CPT/CF322A,CPT/CF323A"
HP Color LaserJet Pro MFP M176,"CPT/CF350A,CPT/CF351A,CPT/CF352A,CPT/CF353A"
HP Color LaserJet Pro MFP M177fw,"CPT/CF350A,CPT/CF351A,CPT/CF352A,CPT/CF353A"
HP Color LaserJet Enterprise M553n,"CPT/CF360A,CPT/CF361A,CPT/CF363A,CPT/CF360X,CPT/CF361X,CPT/CF362X,CPT/CF363X,CPT/CF362A"
HP Color LaserJet Enterprise M553dn,"CPT/CF360A,CPT/CF361A,CPT/CF363A,CPT/CF360X,CPT/CF361X,CPT/CF362X,CPT/CF363X,CPT/CF362A"
HP Color LaserJet Enterprise M553x,"CPT/CF360A,CPT/CF361A,CPT/CF363A,CPT/CF360X,CPT/CF361X,CPT/CF362X,CPT/CF363X,CPT/CF362A"
HP Color LaserJet Enterprise MFP M577f,"CPT/CF360A,CPT/CF361A,CPT/CF363A,CPT/CF360X,CPT/CF361X,CPT/CF362X,CPT/CF363X,CPT/CF362A"
HP Color LaserJet Enterprise flow MFP M577z,"CPT/CF360A,CPT/CF361A,CPT/CF363A,CPT/CF360X,CPT/CF361X,CPT/CF362X,CPT/CF363X,CPT/CF362A"
HP Color LaserJet Enterprise MFP M577dn,"CPT/CF360A,CPT/CF361A,CPT/CF363A,CPT/CF360X,CPT/CF361X,CPT/CF362X,CPT/CF363X,CPT/CF362A"
HP Color LaserJet Enterprise flow MFP M577c,"CPT/CF360A,CPT/CF361A,CPT/CF363A,CPT/CF360X,CPT/CF361X,CPT/CF362X,CPT/CF363X,CPT/CF362A"
HP Color LaserJet Enterprise M553dh,"CPT/CF360A,CPT/CF361A,CPT/CF363A,CPT/CF360X,CPT/CF361X,CPT/CF362X,CPT/CF363X,CPT/CF362A"
HP Color LaserJet Managed MFP M577dnm,"CPT/CF360A,CPT/CF361A,CPT/CF363A,CPT/CF360X,CPT/CF361X,CPT/CF362X,CPT/CF363X,CPT/CF362A"
HP Color LaserJet Managed MFP M553dnm,"CPT/CF360A,CPT/CF361A,CPT/CF363A,CPT/CF360X,CPT/CF361X,CPT/CF362X,CPT/CF363X,CPT/CF362A"
HP Color LaserJet Managed flow MFP M577cm,"CPT/CF360A,CPT/CF361A,CPT/CF363A,CPT/CF362A"
HP Color LaserJet Managed M553xm,"CPT/CF360X,CPT/CF361X,CPT/CF362X,CPT/CF363X"
HP Color LaserJet Pro MFP M476dn,"CPT/CF380A,CPT/CF380X,CPT/CF381A,CPT/CF382A,CPT/CF383A"
HP Color LaserJet Pro MFP M476dw,"CPT/CF380A,CPT/CF380X,CPT/CF381A,CPT/CF382A,CPT/CF383A"
HP Color LaserJet Pro MFP M476nw,"CPT/CF380A,CPT/CF380X,CPT/CF381A,CPT/CF382A,CPT/CF383A"
HP Color LaserJet Pro MFP M277dw,"CPT/CF400A,CPT/CF401A,CPT/CF402A,CPT/CF403A,CPT/CF400X,CPT/CF401X,CPT/CF402X,CPT/CF403X"
HP Color LaserJet MFP M277dw,"CPT/CF400A,CPT/CF401A,CPT/CF402A,CPT/CF403A,CPT/CF400X,CPT/CF401X,CPT/CF402X,CPT/CF403X"
HP Color LaserJet Pro MFP M252dw,"CPT/CF400A,CPT/CF401A,CPT/CF402A,CPT/CF403A,CPT/CF400X,CPT/CF401X,CPT/CF402X,CPT/CF403X"
HP Color LaserJet Pro M252dw,"CPT/CF400A,CPT/CF401A,CPT/CF402A,CPT/CF403A,CPT/CF400X,CPT/CF401X,CPT/CF402X,CPT/CF403X"
HP Color LaserJet Pro MFP M277n,"CPT/CF400A,CPT/CF401A,CPT/CF402A,CPT/CF403A,CPT/CF400X,CPT/CF401X,CPT/CF402X,CPT/CF403X"
HP Color LaserJet Pro MFP M252n,"CPT/CF400A,CPT/CF401A,CPT/CF402A,CPT/CF403A,CPT/CF400X,CPT/CF401X,CPT/CF402X,CPT/CF403X"
HP Color LaserJet Pro MFP M274n,"CPT/CF400A,CPT/CF401A,CPT/CF402A,CPT/CF403A,CPT/CF400X,CPT/CF401X,CPT/CF402X,CPT/CF403X"
HP Color LaserJet Pro MFP M277c6,"CPT/CF400A,CPT/CF401A,CPT/CF402A,CPT/CF403A,CPT/CF400X,CPT/CF401X,CPT/CF402X,CPT/CF403X"
HP Color LaserJet Pro MFP M477fdw,"CPT/CF410A,CPT/CF411A,CPT/CF412A,CPT/CF413A,CPT/CF410X,CPT/CF411X,CPT/CF413X,CPT/CF412X"
HP Color LaserJet MFP M477fdw,"CPT/CF410A,CPT/CF411A,CPT/CF412A,CPT/CF413A,CPT/CF410X,CPT/CF411X,CPT/CF413X,CPT/CF412X"
HP Color LaserJet Pro MFP M477fdn,"CPT/CF410A,CPT/CF411A,CPT/CF412A,CPT/CF413A,CPT/CF410X,CPT/CF411X,CPT/CF413X,CPT/CF412X"
HP Color LaserJet Pro MFP M477fnw,"CPT/CF410A,CPT/CF411A,CPT/CF412A,CPT/CF413A,CPT/CF410X,CPT/CF411X,CPT/CF413X,CPT/CF412X"
HP Color LaserJet MFP M477fnw,"CPT/CF410A,CPT/CF411A,CPT/CF412A,CPT/CF413A,CPT/CF410X,CPT/CF411X,CPT/CF413X,CPT/CF412X"
HP Color LaserJet Pro M452dw,"CPT/CF410A,CPT/CF411A,CPT/CF412A,CPT/CF413A,CPT/CF410X,CPT/CF411X,CPT/CF413X,CPT/CF412X"
HP Color LaserJet M452dw,"CPT/CF410A,CPT/CF411A,CPT/CF412A,CPT/CF413A,CPT/CF410X,CPT/CF411X,CPT/CF413X,CPT/CF412X"
